지점,지점명,일시,평균기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),합계 일조시간(hr),합계 일사량(MJ/m2)
192,진주,2020-10-30,10.700 ,,0.500 ,69.100 ,9.900 ,15.150 
192,진주,2020-10-31,9.900 ,,0.400 ,75.400 ,9.000 ,13.880 
192,진주,2020-11-01,11.700 ,0.400 ,0.400 ,82.900 ,0.100 ,3.590 
192,진주,2020-11-02,11.800 ,1.900 ,0.500 ,79.600 ,5.300 ,9.820 
192,진주,2020-11-03,7.300 ,,2.000 ,57.000 ,9.500 ,15.300 
192,진주,2020-11-04,5.300 ,,0.600 ,64.600 ,9.500 ,15.740 
192,진주,2020-11-05,7.500 ,,0.400 ,63.500 ,8.000 ,12.280 
192,진주,2020-11-06,11.000 ,0.000 ,0.400 ,74.400 ,0.100 ,4.160 
192,진주,2020-11-07,12.800 ,,0.400 ,77.900 ,5.900 ,11.360 
192,진주,2020-11-08,10.200 ,,1.300 ,51.000 ,9.300 ,13.900 
192,진주,2020-11-09,8.000 ,,1.700 ,42.900 ,9.300 ,14.910 
192,진주,2020-11-10,7.800 ,,0.700 ,56.800 ,9.400 ,14.220 
192,진주,2020-11-11,6.400 ,,0.600 ,63.800 ,9.300 ,13.920 
192,진주,2020-11-12,7.500 ,,0.500 ,72.500 ,9.200 ,13.810 
192,진주,2020-11-13,8.400 ,,0.400 ,74.400 ,9.200 ,12.800 
192,진주,2020-11-14,9.800 ,,0.400 ,82.300 ,8.100 ,10.660 
192,진주,2020-11-15,10.300 ,,0.400 ,79.600 ,9.000 ,12.900 
192,진주,2020-11-16,11.300 ,,0.500 ,73.400 ,8.400 ,12.390 
